time,flux,flux_err,time_bin_start,time_bin_size,centroid_col,centroid_row,cadenceno,quality
-1.3459474468725965,1.0000295240588624,6.22614447966855e-05,-1.3509474468725964,0.01,682.1122184227133,196.72228648196165,64707,0
-1.3359474468725963,1.0000767620038695,5.978693301223268e-05,-1.3409474468725964,0.01,682.1270084604298,196.69352549765497,63968,30247
-1.3259474468725965,0.9999164505429278,6.501238152462164e-05,-1.3309474468725964,0.01,682.1159357538273,196.71492701044852,64548,23831
-1.3159474468725962,0.9999230333350189,5.98024576304997e-05,-1.3209474468725964,0.01,682.120970245067,196.70532368034816,64221,30877
-1.3059474468725965,0.9999870813641341,6.224313653288689e-05,-1.3109474468725963,0.01,682.1183905961362,196.70973399595576,64436,21845
-1.2959474468725962,1.0000976714824392,6.224400040576128e-05,-1.3009474468725963,0.01,682.1184812641076,196.7092919941425,64365,32768
-1.2859474468725964,0.9999188641245009,6.500746872875885e-05,-1.2909474468725963,0.01,682.1205773775945,196.7060770021878,64330,1489
-1.2759474468725962,1.0001383861549198,5.980467698796229e-05,-1.2809474468725963,0.01,682.117160319258,196.71218108380157,64475,30257
-1.2659474468725964,1.000043894644764,6.502400472679009e-05,-1.2709474468725963,0.01,682.1234699186641,196.70174889160364,64112,23831
-1.2559474468725964,1.0000587316392466,5.7619500035304746e-05,-1.2609474468725965,0.01,682.1168131192572,196.71190668316444,64496,28681
-1.2459474468725964,0.9998654511072289,6.50224974195489e-05,-1.2509474468725963,0.01,682.1235170632731,196.7015434207244,64113,744
-1.2359474468725964,1.0000558286661831,5.7618774606190994e-05,-1.2409474468725965,0.01,682.1170236367476,196.71201664115577,64497,28086
-1.2259474468725964,0.9999915877172263,6.502334463578817e-05,-1.2309474468725963,0.01,682.1234811215209,196.70173030224348,64114,47662
-1.2159474468725964,0.9999819725658051,6.221994865432374e-05,-1.2209474468725965,0.01,682.1173495096463,196.71045735912273,64484,21845
-1.2059474468725964,1.0000297078738372,6.504279074147217e-05,-1.2109474468725963,0.01,682.1167885760938,196.71460132471228,64412,23831
-1.1959474468725964,1.0000805738970133,6.22192735430364e-05,-1.2009474468725965,0.01,682.1259641327462,196.69475654369708,64054,65536
-1.1859474468725963,0.9999606328608969,6.503684440299356e-05,-1.1909474468725962,0.01,682.1126429965566,196.72132889105578,64711,24576
-1.1759474468725963,0.9999312897435605,5.760996277505904e-05,-1.1809474468725965,0.01,682.1253924144623,196.69677033340753,64032,56173
-1.1659474468725963,0.9999104206553068,6.503623344627635e-05,-1.1709474468725962,0.01,682.1126073050041,196.72140176537357,64712,35746
-1.1559474468725963,0.9999966163282679,5.979480960545393e-05,-1.1609474468725964,0.01,682.1258651027917,196.6963238033041,63991,30247
-1.1459474468725963,0.9999776343073764,6.225354416010652e-05,-1.1509474468725962,0.01,682.113081575196,196.71960336898312,64703,693
-1.1359474468725963,1.000090479407449,6.224363826579644e-05,-1.1409474468725964,0.01,682.1245035318351,196.69956606230065,64014,21845
-1.1259474468725963,0.9999461439993172,6.50178202219521e-05,-1.1309474468725962,0.01,682.1177655586323,196.71112363734358,64510,0
-1.1159474468725963,1.000100719069539,6.225361506651553e-05,-1.1209474468725964,0.01,682.1182949644713,196.7103455710229,64288,0
-1.1059474468725963,0.999941430462351,5.979543526940894e-05,-1.1109474468725962,0.01,682.1208423078521,196.705056346502,64378,30877
-1.0959474468725963,0.9999049962529156,6.225254641240557e-05,-1.1009474468725964,0.01,682.1184425077961,196.71042936047562,64289,0
-1.0859474468725963,0.9999140611714067,6.224087889192399e-05,-1.0909474468725961,0.01,682.1220967160781,196.70286658718305,64303,0
-1.0759474468725962,0.9999672731875915,6.224475379879992e-05,-1.0809474468725964,0.01,682.1155420832083,196.71548714093987,64562,10
-1.0659474468725962,0.9999731777019133,6.225766075532048e-05,-1.0709474468725961,0.01,682.1236508250204,196.701167366146,64103,0
-1.0559474468725962,1.0000602561905032,5.979238941015473e-05,-1.0609474468725963,0.01,682.1160389416159,196.71391009886787,64552,0
-1.0459474468725962,1.0000129964163158,6.22585382463999e-05,-1.0509474468725961,0.01,682.1237056145613,196.70114080441215,64104,10
-1.0359474468725962,1.000015089367217,5.979275674640923e-05,-1.0409474468725963,0.01,682.1159208493592,196.71378633904595,64553,0
-1.0259474468725962,0.9999018800599075,6.503346407940438e-05,-1.030947446872596,0.01,682.1219151844145,196.7053530621506,64155,23831
-1.0159474468725962,1.0000452423509925,6.498893680488708e-05,-1.0209474468725963,0.01,682.1151797152153,196.71466487075267,64578,0
-1.0059474468725962,0.9999731506736641,6.504194983376228e-05,-1.010947446872596,0.01,682.1156657665628,196.71632738417782,64454,24576
-0.9959474468725962,0.9999307676919623,5.978691407928645e-05,-1.0009474468725963,0.01,682.124099267255,196.69926960280964,64184,0
-0.9859474468725962,0.9999695838896575,6.22623218525984e-05,-0.9909474468725962,0.01,682.1150015698466,196.7170570105208,64509,32768
-0.9759474468725962,1.0000494578243666,5.978758548274631e-05,-0.9809474468725962,0.01,682.1237556510944,196.69940684212435,64185,640
-0.9659474468725961,1.000106726696971,6.501233538513367e-05,-0.9709474468725962,0.01,682.1194422997916,196.70798830433986,64314,0
-0.9559474468725961,1.0001102040294116,6.223949253385135e-05,-0.9609474468725961,0.01,682.1233563213914,196.70035967776175,64180,0
-0.9459474468725961,1.0000102689073371,6.223306441633914e-05,-0.9509474468725961,0.01,682.1201740152372,196.7062563141717,64310,32768
-0.9359474468725961,0.9999563867584473,6.50075997066353e-05,-0.9409474468725961,0.01,682.1214062856154,196.7049468393365,64253,0
-0.9259474468725961,1.0000748983214198,6.222613233570588e-05,-0.9309474468725961,0.01,682.1248028178635,196.69704627938464,64110,0
-0.9159474468725961,0.9999828476875268,6.816341087417614e-05,-0.9209474468725961,0.01,682.1204472569545,196.70565158900547,64358,27033
-0.9059474468725961,0.9999140961082464,5.978738856186336e-05,-0.9109474468725961,0.01,682.1271224717468,196.69388655207266,63989,0
-0.8959474468725961,1.000010976583562,6.501140144919893e-05,-0.9009474468725961,0.01,682.1160852109039,196.71464190489533,64553,23831
-0.8859474468725961,1.0000504827000127,5.9788107580249624e-05,-0.8909474468725961,0.01,682.1267242287629,196.69388080322761,63990,0
-0.8759474468725961,1.0001292765161696,6.501292361054919e-05,-0.8809474468725961,0.01,682.1158089689743,196.71461513645934,64554,23831
-0.8659474468725961,1.0000577630656684,6.223089312415259e-05,-0.8709474468725961,0.01,682.1250924888809,196.69744334538896,64041,0
-0.855947446872596,0.9999283555378048,6.816219870422861e-05,-0.8609474468725961,0.01,682.1205882908321,196.70569104708343,64361,26214
-0.845947446872596,0.99990218374897,6.22480938079554e-05,-0.850947446872596,0.01,682.1186962779644,196.710344986579,64315,0
-0.835947446872596,0.999996353845109,6.499043129390448e-05,-0.840947446872596,0.01,682.1229779701517,196.70056818717296,64258,23831
-0.825947446872596,1.00009352213521,6.224917256260946e-05,-0.830947446872596,0.01,682.1186045942869,196.71038389750632,64316,0
-0.815947446872596,1.000082715683978,6.496989190354364e-05,-0.820947446872596,0.01,682.1250631883305,196.6961287032211,64118,35746
-0.805947446872596,0.999909249777963,6.224955678161564e-05,-0.810947446872596,0.01,682.1141894568348,196.71791451210208,64590,21845
-0.795947446872596,1.0001744955352538,6.498630176270532e-05,-0.800947446872596,0.01,682.1281637694985,196.69163820604928,63900,0
-0.785947446872596,0.9999425183792771,5.979600782419099e-05,-0.790947446872596,0.01,682.1142049015939,196.71743670561415,64605,60494
-0.775947446872596,1.0000036506780134,6.498479775410452e-05,-0.780947446872596,0.01,682.1280497316038,196.69154614924363,63901,0
-0.765947446872596,0.9999616501168023,5.979714480622376e-05,-0.770947446872596,0.01,682.1144338526392,196.71756857522172,64606,30877
-0.755947446872596,1.0000971488450168,6.815289159450934e-05,-0.760947446872596,0.01,682.1260772348555,196.69449430425453,64055,0
-0.745947446872596,1.000087591129979,6.22235255568519e-05,-0.750947446872596,0.01,682.1173049153196,196.7110551399728,64464,21845
-0.735947446872596,1.00017674433694,6.500499441291143e-05,-0.740947446872596,0.01,682.121182096035,196.70457690798267,64200,0
-0.7259474468725959,1.000085998227311,5.9782985087327036e-05,-0.7309474468725959,0.01,682.1198816164234,196.7065557158609,64356,630
-0.7159474468725959,1.0002416421228442,6.817471453908341e-05,-0.7209474468725959,0.01,682.1185695754095,196.70848222924468,64402,0
-0.7059474468725959,1.0000429497764154,5.978718620525437e-05,-0.7109474468725959,0.01,682.1232193503894,196.70073490015238,64105,30247
-0.6959474468725959,1.0000789718372267,6.499840974146559e-05,-0.7009474468725959,0.01,682.1171538290265,196.71146639469234,64500,35746
-0.6859474468725959,1.0001053920955616,6.224039751854799e-05,-0.6909474468725959,0.01,682.1237028881437,196.7006723414818,64064,21856
-0.6759474468725959,1.0003096941112737,6.222161685495768e-05,-0.6809474468725959,0.01,682.1169952461647,196.71076184377657,64510,32768
-0.6659474468725959,0.999986293136097,6.501312077636144e-05,-0.6709474468725959,0.01,682.1220135889645,196.70432361647082,64094,35746
-0.6559474468725959,1.0000348344128493,6.497332771068344e-05,-0.6609474468725959,0.01,682.1241978226626,196.69666026073827,64204,11
-0.6459474468725959,1.0001088910628064,6.502670031717327e-05,-0.6509474468725959,0.01,682.1156632248501,196.71650901914828,64393,0
-0.6359474468725959,1.0001493390539522,5.758897312832483e-05,-0.6409474468725959,0.01,682.1238244274938,196.69765509655213,64256,0
-0.6259474468725958,0.9999592550514752,6.502589695196131e-05,-0.6309474468725959,0.01,682.1156368333922,196.7164179845151,64394,0
-0.6159474468725958,1.0002688511704445,5.97643507642008e-05,-0.6209474468725958,0.01,682.1253205920099,196.69489544250246,64176,0
-0.6059474468725958,1.0000337780864728,6.501837528155733e-05,-0.6109474468725958,0.01,682.1120438930203,196.721880946664,64693,0
-0.5959474468725958,1.0002830022818545,5.9780073803203193e-05,-0.6009474468725958,0.01,682.1267655912662,196.69318462452324,63991,30257
-0.5859474468725958,1.000076051471343,6.501685968462143e-05,-0.5909474468725958,0.01,682.1114921112961,196.72280199437134,64709,11
-0.5759474468725958,1.0001284632513168,5.977751525451654e-05,-0.5809474468725958,0.01,682.1270167641521,196.69307953860567,63992,0
-0.5659474468725958,0.99997558810964,6.223743146051323e-05,-0.5709474468725958,0.01,682.11318756346,196.71985673420886,64674,0
-0.5559474468725958,0.999986831917116,6.22203085986749e-05,-0.5609474468725958,0.01,682.1255589556408,196.69649184504644,64028,32768
-0.5459474468725958,0.9999465112124972,6.222355533134053e-05,-0.5509474468725958,0.01,682.117916174693,196.7099789958202,64473,65536
-0.5359474468725958,1.0000419050014304,6.22286182601784e-05,-0.5409474468725958,0.01,682.120072967029,196.70645835200048,64302,32768
-0.5259474468725958,0.9999837934555675,5.9784568828832e-05,-0.5309474468725958,0.01,682.1204870072081,196.70569397024298,64340,1260
-0.5159474468725957,1.000139657784093,6.222941545297319e-05,-0.5209474468725958,0.01,682.1200350649573,196.70644670037612,64303,33450
-0.5059474468725957,0.9999494046083272,6.223153433111376e-05,-0.5109474468725957,0.01,682.1216027524936,196.7038646732711,64274,0
-0.49594744687259573,1.000017786607908,5.978223717417577e-05,-0.5009474468725957,0.01,682.1191737035092,196.70802944359835,64368,30247
-0.4859474468725957,0.9999601126599951,7.186401023919627e-05,-0.4909474468725957,0.01,682.1205910535268,196.70629129143185,64314,0
-0.4759474468725957,1.0001495689525408,5.977471762319295e-05,-0.4809474468725957,0.01,682.1173467458158,196.71083166953088,64448,20164
-0.4659474468725957,0.9999805400821461,6.501031098366668e-05,-0.4709474468725957,0.01,682.1210377345609,196.70554955030582,64276,0
-0.4559474468725957,0.9999493563476286,5.976766087321155e-05,-0.4609474468725957,0.01,682.1217323244723,196.70209152154453,64250,50412
-0.4459474468725957,0.9998409214826026,6.50115973079865e-05,-0.4509474468725957,0.01,682.1158096626879,196.71533843514106,64575,0
-0.4359474468725957,1.000037254888104,5.7598193684962064e-05,-0.4409474468725957,0.01,682.1241078667742,196.69891836738503,64130,46811
-0.42594744687259567,0.9999684281213839,6.501365179844536e-05,-0.4309474468725957,0.01,682.1153216400952,196.71539598996415,64576,24576
-0.41594744687259566,1.0001493267953405,5.9779302170837036e-05,-0.42094744687259567,0.01,682.1245402501438,196.69795753741204,64067,20164
-0.40594744687259565,0.9999469590523941,6.223790356917894e-05,-0.41094744687259566,0.01,682.115572853584,196.71498808543137,64610,21845
-0.39594744687259564,1.0001077590254346,6.22334159029808e-05,-0.40094744687259565,0.01,682.1249683089475,196.69807204668857,64064,33450
-0.38594744687259563,1.0000292794461823,6.220492569097915e-05,-0.39094744687259564,0.01,682.119729324328,196.70590794150806,64409,682
-0.3759474468725956,1.0002264488217198,6.500065907689855e-05,-0.38094744687259563,0.01,682.1217372172438,196.70283935489843,64218,0
-0.3659474468725956,1.0001138931430684,6.220506833101799e-05,-0.3709474468725956,0.01,682.1197366967323,196.70613282081663,64410,0
-0.3559474468725956,1.000004220574963,6.225130466106021e-05,-0.3609474468725956,0.01,682.1181104807266,196.71093236356748,64339,32768
-0.3459474468725956,1.0000023529390718,6.220091066802675e-05,-0.3509474468725956,0.01,682.1243385717703,196.69766478908477,64210,682
-0.3359474468725956,0.9999219963554112,6.501819220833972e-05,-0.3409474468725956,0.01,682.110508317516,196.7245862768092,64800,0
-0.3259474468725956,1.0002423087317536,5.9767203186207286e-05,-0.3309474468725956,0.01,682.1261182392128,196.69471610325797,64071,0
-0.31594744687259557,0.999994074461465,6.225194321267254e-05,-0.3209474468725956,0.01,682.1137939602253,196.71863112456955,64614,0
-0.30594744687259556,1.0001268408559665,6.221633485070141e-05,-0.31094744687259557,0.01,682.1271395445029,196.69319316174108,64011,0
-0.29594744687259555,0.9999549015712911,5.9798339982782005e-05,-0.30094744687259556,0.01,682.1137881625725,196.71839293745688,64629,0
-0.28594744687259555,1.0000585304239626,6.221804716581018e-05,-0.29094744687259555,0.01,682.1270605126343,196.69301676675977,64012,54613
-0.27594744687259554,1.0000633510444088,6.22258883501565e-05,-0.28094744687259554,0.01,682.1172326266516,196.71204695477402,64487,32768
-0.2659474468725955,1.0000818712500608,6.223188468623332e-05,-0.27094744687259553,0.01,682.1206458133579,196.70521808164406,64286,65536
-0.2559474468725955,1.0000106571951333,5.9784238147803746e-05,-0.2609474468725955,0.01,682.1195432144178,196.7072687544899,64379,60494
-0.2459474468725955,0.999965111638739,6.499462448296655e-05,-0.2509474468725955,0.01,682.1181658447623,196.70891375733825,64475,83409
-0.2359474468725955,0.9999198408783884,5.978750610116017e-05,-0.2409474468725955,0.01,682.1229793366042,196.7012578426858,64128,60494
-0.2259474468725955,1.0001485918874597,6.222867605741864e-05,-0.2309474468725955,0.01,682.1167713543101,196.71181999564348,64561,0
-0.21594744687259548,0.9999264519280711,6.50061392398414e-05,-0.2209474468725955,0.01,682.1215099338438,196.7042593880847,64257,35746
-0.20594744687259547,1.0000261227861762,5.977531512891253e-05,-0.21094744687259548,0.01,682.1168457703493,196.71128801881366,64567,0
-0.19594744687259547,0.9999422640751914,6.50144735801692e-05,-0.20094744687259547,0.01,682.1217243151956,196.70461239224278,64117,35746
-0.18594744687259546,1.000120089333624,5.976192089020349e-05,-0.19094744687259546,0.01,682.1216110005806,196.70175907639253,64383,9
-0.17594744687259545,1.0000377554753344,6.502840869779143e-05,-0.18094744687259545,0.01,682.115411772967,196.7169483605255,64416,35746
-0.16594744687259544,1.0000534293922494,5.7590221454777926e-05,-0.17094744687259544,0.01,682.1238668946447,196.69815776939478,64279,585
-0.15594744687259543,0.9999603748554012,6.502838907389882e-05,-0.16094744687259543,0.01,682.1152935436903,196.7168273577413,64417,0
-0.14594744687259542,1.0000452982023513,5.9764996787588985e-05,-0.15094744687259543,0.01,682.1251981024404,196.6952505186477,64199,0
-0.1359474468725954,0.9999603627032113,6.501956068425569e-05,-0.14094744687259542,0.01,682.111552620102,196.72274276377982,64716,0
-0.1259474468725954,1.0000561210583705,5.759734732460041e-05,-0.1309474468725954,0.01,682.1264296820773,196.69351502174408,64047,18724
-0.1159474468725954,1.0000635717712405,6.82000495927976e-05,-0.1209474468725954,0.01,682.1125239273169,196.72152794310034,64655,78643
-0.10594744687259539,1.000076815197097,5.977854394151485e-05,-0.11094744687259539,0.01,682.1268554102704,196.69345134998198,64015,630
-0.09594744687259538,0.9999859699517383,6.223815887713615e-05,-0.10094744687259538,0.01,682.1123195394006,196.72058361613406,64697,65536
-0.08594744687259537,0.9998775224120352,6.222169288852294e-05,-0.09094744687259537,0.01,682.1253063784385,196.6965203443738,64051,32768
-0.07594744687259536,0.9999956141118641,6.222554660437783e-05,-0.08094744687259536,0.01,682.1175089952648,196.71069640943267,64496,65536
-0.06594744687259535,1.000053231520167,6.22305203783931e-05,-0.07094744687259535,0.01,682.1196378046615,196.70669697406257,64325,682
-0.05594744687259535,0.9999431112951803,5.978607885782703e-05,-0.060947446872595346,0.01,682.1203516993246,196.7062381318941,64363,30877
-0.04594744687259534,0.9999282258610909,6.501376245419372e-05,-0.05094744687259534,0.01,682.119681043362,196.70780253011696,64344,744
-0.03594744687259533,1.0001051789649162,6.223470565040982e-05,-0.04094744687259533,0.01,682.121193442306,196.7045843361327,64297,32768
-0.025947446872595318,1.0000897304147243,5.9784848953054864e-05,-0.03094744687259532,0.01,682.1186722008308,196.70833562023702,64391,0
-0.01594744687259531,1.0002185054163903,6.501476148953659e-05,-0.02094744687259531,0.01,682.1205698561189,196.7062922246715,64298,35746
-0.005947446872595301,1.0001034811517322,5.7602402203141474e-05,-0.010947446872595301,0.01,682.1192281602194,196.70681104832957,64385,0
0.004052553127404708,1.0001373149590218,6.225045670266505e-05,-0.0009474468725952923,0.01,682.1220631139257,196.703931650482,64098,54613
0.014052553127404718,1.0000240082447471,5.760236221017688e-05,0.009052553127404717,0.01,682.1194152777035,196.70687397841465,64386,594
0.024052553127404726,0.9999435308889063,6.501524214641806e-05,0.019052553127404726,0.01,682.1197705842937,196.70821080342486,64238,60322
0.03405255312740473,1.000116938827159,5.760107167172048e-05,0.029052553127404734,0.01,682.123794957605,196.69915753556364,64153,0
0.04405255312740474,0.9999865682565937,6.225308005497502e-05,0.03905255312740474,0.01,682.1170296211168,196.712897274866,64373,0
0.05405255312740475,1.000094261869407,5.9778602360221905e-05,0.04905255312740475,0.01,682.1245578062761,196.69791188670553,64090,0
0.06405255312740477,0.999921038382686,6.224712856628307e-05,0.05905255312740476,0.01,682.1140530495946,196.71826735970922,64532,21845
0.07405255312740477,1.0000108621180699,5.977873962004853e-05,0.06905255312740477,0.01,682.1245794497138,196.69801685224093,64091,0
0.08405255312740478,0.9999628062652327,6.222916861698542e-05,0.07905255312740478,0.01,682.120804680483,196.70536085204517,64246,682
0.09405255312740479,1.0000029230598941,5.9807703989431e-05,0.08905255312740479,0.01,682.1203908143289,196.70683024053434,64277,30247
0.1040525531274048,1.000070991352976,5.977473193910257e-05,0.0990525531274048,0.01,682.1208974238878,196.7044752499167,64238,0
0.11405255312740481,1.0000754358984367,5.980396972655807e-05,0.1090525531274048,0.01,682.1199018229436,196.70776143327754,64291,0
0.12405255312740482,0.9999936156242332,5.9770811211814104e-05,0.11905255312740481,0.01,682.1251570706062,196.696423630098,64053,630
0.13405255312740483,0.9999332946627106,5.980352091744053e-05,0.12905255312740482,0.01,682.1158735345308,196.7147916294652,64544,1260
0.14405255312740484,0.9999899059854637,5.7599838047944336e-05,0.13905255312740483,0.01,682.1269177745379,196.69378230565871,63937,585
0.15405255312740485,0.9999780845569545,5.980505581103191e-05,0.14905255312740484,0.01,682.1156527621127,196.71488102331253,64545,0
0.16405255312740485,0.9999606999310969,6.221216039185426e-05,0.15905255312740485,0.01,682.1318321351929,196.68452414577348,63675,21845
0.17405255312740486,1.0001134557590796,5.9800702930207175e-05,0.16905255312740486,0.01,682.1134797162947,196.71915414828433,64626,0
0.18405255312740487,0.9999739698289047,5.978250656474323e-05,0.17905255312740487,0.01,682.1279171217138,196.69216025657084,63870,30877
0.19405255312740488,0.9999523479672118,5.978084716936693e-05,0.18905255312740488,0.01,682.1188617710654,196.70871040638482,64428,0
0.2040525531274049,1.0000908960494268,5.9799615285520865e-05,0.19905255312740489,0.01,682.1221158833495,196.70341863917,64123,19
0.2140525531274049,1.0000359862541057,5.7607354514312227e-05,0.2090525531274049,0.01,682.1209315331865,196.7044558111309,64334,1170
0.2240525531274049,0.9999017119861375,6.223522170267617e-05,0.2190525531274049,0.01,682.1198937474254,196.7068093445648,64281,0
0.23405255312740492,0.9998995279976189,5.7609737454720015e-05,0.2290525531274049,0.01,682.1245622378714,196.69868309771908,64101,19309
0.2440525531274047,1.0000530470772107,5.980110707981447e-05,0.2390525531274047,0.01,682.1185106925277,196.70979321026755,64377,9
0.2540525531274045,1.0001040458110397,5.9797255440350225e-05,0.24905255312740449,0.01,682.1247384154792,196.69823872884098,64060,0
0.2640525531274043,1.0000225765111639,5.7609037160337263e-05,0.2590525531274043,0.01,682.118148288112,196.70938606286242,64398,0
0.27405255312740406,0.9999741385224753,6.224267808399812e-05,0.26905255312740406,0.01,682.1236003356911,196.7015132395164,64083,0
0.28405255312740385,1.0000983939461394,5.565371132522009e-05,0.27905255312740385,0.01,682.1197267907428,196.7061668024553,64359,0
0.29405255312740364,1.000062248433755,6.224396349826008e-05,0.28905255312740363,0.01,682.1234380610589,196.70131239879652,64084,0
0.3040525531274034,1.0000389160026848,5.759616545688916e-05,0.2990525531274034,0.01,682.1225899608816,196.7006349803251,64228,0
0.3140525531274032,1.0000982270147132,6.502234459766962e-05,0.3090525531274032,0.01,682.1151455838653,196.7165670344314,64565,756
0.324052553127403,1.0000108979636517,5.977756299321095e-05,0.319052553127403,0.01,682.1247122355176,196.69703626662846,64076,30882
0.3340525531274028,0.9999732995041807,6.224991698743739e-05,0.3290525531274028,0.01,682.1141533555709,196.71784192228282,64631,0
0.34405255312740257,0.9999445845016004,5.564858759844258e-05,0.33905255312740257,0.01,682.1273841822211,196.69300065624307,63925,52428
0.35405255312740236,0.9999211774018019,6.224697471255316e-05,0.34905255312740235,0.01,682.114295039719,196.71801050036268,64632,0
0.36405255312740215,1.0000083174944188,5.761030444587302e-05,0.35905255312740214,0.01,682.127585603395,196.6927003934633,63886,28086
0.37405255312740193,0.9999996592404637,5.9795528488896606e-05,0.3690525531274019,0.01,682.1147218003521,196.71657114229478,64622,0
